PB_IDX,LI_IDX,EX_IDX,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,TOPIC_IDX
786,1,8,86,클라우드 기반 HSM(Cloud-based Hardware Security Module)에 대한 설명으로 틀린 것은?,,"클라우드(데이터센터) 기반 암호화 키 생성, 처리, 저장 등을 하는 보안 기기이다.",국내에서는 공인인증제의 폐지와 전자서명법 개정을 추진하면서 클라우드 HSM 용어가 자주 등장하였다.,클라우드에 인증서를 저장하므로 기존 HSM 기기나 휴대폰에 인증서를 저장해 다닐 필요가 없다.,하드웨어가 아닌 소프트웨어적으로만 구현되기 때문에 소프트웨어식 암호 기술에 내재된 보안 취약점을 해결할 수 없다는 것이 주요 단점이다.,4,"이 문제는 클라우드 기반 HSM의 특징을 묻고 있습니다. HSM(Hardware Security Module)은 암호화 키를 안전하게 생성, 저장, 관리하는 하드웨어 장치입니다.  클라우드 기반 HSM은 이러한 기능을 클라우드 환경에서 제공하는 것이죠.  문제에서 틀린 설명은 하드웨어 기반이 아닌 소프트웨어 기반으로만 구현된다는 내용입니다.  HSM의 핵심은 바로 '하드웨어' 기반의 보안성에 있습니다.  소프트웨어만으로 구현된다면, 해킹이나 악성코드 공격에 취약해져  키 관리의 안전성을 보장할 수 없게 됩니다.  클라우드 기반 HSM은 클라우드 환경에서 제공되지만,  그 안에는 여전히 물리적인 보안 장치(하드웨어)가 존재하여  키를 안전하게 보호하는 역할을 수행합니다. 따라서 소프트웨어적으로만 구현된다는 주장은 사실과 다릅니다.  다른 선택지는 모두 클라우드 기반 HSM의 특징을 잘 설명하고 있습니다.  공인인증서 폐지와 전자서명법 개정으로 클라우드 기반 HSM의 중요성이 커졌고, 클라우드에 인증서를 저장함으로써 휴대성이 향상되는 등의 장점을 가지고 있습니다.",45,51
787,1,8,87,다음 내용이 설명하는 기술로 가장 적절한 것은?,https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m87.gif,Virtual Local Area Network,Simple Station Network,Mesh Network,Modem Network,3,"문제에서 설명하는 기술은 여러 장비들이 서로 연결되어 네트워크를 구성하고, 각 장비가 다른 장비들과 직접 통신하는 방식입니다.  마치 거미줄처럼 여러 경로를 통해 데이터가 전달되는 것이죠.  이러한 네트워크 구조는 특정 장비가 고장 나더라도 다른 경로를 통해 데이터 전송이 가능하다는 장점이 있습니다.  데이터 전송의 안정성과 효율성을 높이기 위해 여러 경로를 사용하는 이 기술은 바로 메시 네트워크입니다.  반면, 다른 선택지들은 이러한 특징을 가지고 있지 않습니다. 가상 LAN은 논리적으로 네트워크를 분할하는 기술이고, 단순한 스테이션 네트워크는 중앙 장비를 중심으로 연결되는 구조이며, 모뎀 네트워크는 모뎀을 이용한 연결 방식을 의미합니다. 따라서 문제에서 설명하는 기술의 특징과 가장 잘 부합하는 것은 메시 네트워크입니다. 정보처리기사 공식 교재의 네트워크 부분을 참고하면 메시 네트워크의 정의와 특징에 대한 자세한 설명을 확인할 수 있습니다.",48,49
788,1,8,88,물리적 위협으로 인한 문제에 해당하지 않는 것은?,,"화재, 홍수 등 천재지변으로 인한 위협","하드웨어 파손, 고장으로 인한 장애","방화, 테러로 인한 하드웨어와 기록장치를 물리적으로 파괴하는 행위","방화벽 설정의 잘못된 조작으로 인한 네트워크, 서버 보안 위협",4,"이 문제는 시스템의 물리적인 위협에 대한 이해도를 묻고 있습니다.  화재나 홍수와 같은 자연재해, 하드웨어의 고장이나 파손, 그리고 고의적인 방화나 테러 행위는 모두 시스템에 물리적인 손상을 입히는 위협입니다.  하지만 방화벽 설정의 잘못된 조작은 시스템의 물리적인 부분에 직접적인 손상을 주는 것이 아니라, 시스템의 소프트웨어적인 보안 설정에 문제가 생긴 것입니다.  즉, 물리적인 위협이 아닌 논리적인, 혹은 관리적인 위협이라고 할 수 있습니다.  방화벽은 소프트웨어 또는 하드웨어일 수 있지만, 설정 오류 자체는 물리적인 손상이 아니고, 네트워크나 서버에 대한 접근을 제어하는 논리적인 장벽의 실패를 의미하기 때문입니다. 따라서 물리적 위협으로 인한 문제가 아닌 것은 방화벽 설정의 잘못된 조작입니다.  마치 잘못된 비밀번호를 설정해서 문이 열리는 것과 같은 이치입니다. 문 자체가 부서진 것이 아니라, 문을 여는 방법(보안 설정)에 문제가 있는 것입니다.",57,55
789,1,8,89,악성코드의 유형 중 다른 컴퓨터의 취약점을 이용하여 스스로 전파하거나 메일로 전파되며 스스로를 증식하는 것은?,,Worm,Rogue Ware,Adware,Reflection Attack,1,"문제에서 설명하는 악성코드는 다른 컴퓨터의 취약점을 이용하여 스스로 전파되고, 이메일을 통해서도 퍼져나가며,  자기 자신을 복제하여 증식하는 특징을 가지고 있습니다.  이는 컴퓨터 바이러스와 비슷하지만, 바이러스처럼 특정 프로그램에 붙어서 전파되는 것이 아니라, 독자적으로 네트워크를 통해 퍼져나가는 점이 다릅니다. 마치 전염병처럼 네트워크를 통해 빠르게 확산되는 특징 때문에 시스템에 큰 피해를 입힐 수 있습니다.  이러한 특징을 가장 잘 나타내는 악성코드의 유형이 바로 웜(Worm)입니다.  다른 선택지들은 각각 다른 유형의 악성코드를 나타내는데,  로그는 사용자에게 알리지 않고 시스템을 변경하는 악성코드, 애드웨어는 광고를 표시하는 프로그램, 리플렉션 공격은 네트워크 공격 기법을 의미합니다. 따라서 문제에서 제시된 악성코드의 특징과 가장 부합하는 것은 웜(Worm)입니다.",52,56
790,1,8,90,다음 설명에 해 당하는 공격기법은?,https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m90.gif,Ping of Death,Session Hijacking,Piggyback Attack,XSS,1,"문제에서 설명하는 공격 기법은 매우 큰 크기의 ICMP 패킷을 목표 시스템에 전송하여 시스템을 다운시키는 방법입니다.  ICMP는 인터넷에서 시스템의 연결 상태를 확인하는 데 사용되는 프로토콜인데, 이 프로토콜을 악용하여 과도하게 큰 패킷을 보내면 시스템의 버퍼 오버플로우를 일으켜 시스템이 응답하지 않거나 충돌하게 됩니다. 이러한 공격은  ""Ping of Death"" 라고 불리며,  시스템의 안정성을 심각하게 위협하는 매우 위험한 공격 기법입니다.  다른 선택지들은 각각 세션 하이재킹(Session Hijacking), 무임승차 공격(Piggyback Attack),  크로스 사이트 스크립팅(XSS) 공격을 의미하는데, 이들은 모두 다른 종류의 네트워크 공격이므로 문제 상황과는 일치하지 않습니다.  Ping of Death는  ICMP 프로토콜의 취약점을 이용한 대표적인 네트워크 공격이기 때문에 정답입니다.",48,55
791,1,8,91,다음 설명에 해당하는 소프트웨어는?,https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m91.gif,전역 함수 라이브러리,소프트웨어 개발 프레임워크,컨테이너 아키텍처,어휘 분석기,2,"문제에서 설명하는 소프트웨어는 여러 기능들을 통합적으로 제공하여 개발자가 애플리케이션을 보다 효율적으로 개발할 수 있도록 돕는 것을 의미합니다.  전역 함수 라이브러리는 특정 기능을 수행하는 함수들의 집합이지만, 애플리케이션 전체 구조나 개발 과정을 지원하는 것은 아닙니다. 컨테이너 아키텍처는 애플리케이션 배포 및 실행 환경에 대한 개념이고, 어휘 분석기는 프로그래밍 언어의 문법을 분석하는 도구입니다.  반면에,  소프트웨어 개발 프레임워크는 애플리케이션 개발에 필요한 기본적인 구조, 라이브러리, 도구 등을 제공하여 개발 과정을 체계화하고 생산성을 높여줍니다.  문제에서 설명하는 소프트웨어의 특징은 개발 과정 전반을 지원하는 것이므로, 소프트웨어 개발 프레임워크가 가장 적절한 설명이 됩니다.  마치 레고 블록처럼, 프레임워크는 미리 만들어진 기본 블록들을 제공하여 개발자가 원하는 애플리케이션을 쉽고 빠르게 조립할 수 있도록 돕는 역할을 합니다.  따라서,  여러 기능들을 통합적으로 제공하여 개발 과정을 효율적으로 지원하는 소프트웨어는 소프트웨어 개발 프레임워크라고 할 수 있습니다.",50,6
792,1,8,92,소프트웨어 개발 방법론 중 애자일(Agile) 방법론의 특징과 가장 거리가 먼 것은?,,각 단계의 결과가 완전히 확인된 후 다음 단계 진행,소프트웨어 개발에 참여하는 구성원들 간의 의사소통 중시,환경 변화에 대한 즉시 대응,프로젝트 상황에 따른 주기적 조정,1,"애자일(Agile) 방법론은 소프트웨어 개발의 유연성과 적응력을 강조하는 방법론입니다.  변화하는 요구사항에 빠르게 대처하고, 개발 과정을 반복적으로 수행하며 지속적인 피드백을 통해 개선해 나가는 것이 핵심입니다.  따라서 각 단계의 결과를 완벽하게 검증한 후에 다음 단계로 넘어가는 것은 애자일의 유연하고 반복적인 특성과는 상반됩니다. 애자일은 오히려 빠른 개발 주기를 통해 변화에 대응하고,  개발 과정 중간에도 요구사항 변경을 수용하며,  팀원 간의 긴밀한 소통을 통해 효율성을 높이는 것을 목표로 합니다.  문제에서 제시된 다른 특징들(팀원 간의 소통 중시, 환경 변화에 대한 즉시 대응, 주기적 조정)은 모두 애자일 방법론의 핵심적인 특징들입니다.  따라서 각 단계의 결과를 완전히 확인한 후 다음 단계로 진행하는 방식은 애자일 방법론의 특징과 가장 거리가 멉니다.  이는 전통적인 폭포수(Waterfall) 모델과 같은 방식에 가깝습니다.",55,2
793,1,8,93,대칭 암호 알고리즘과 비대칭 암호 알고리즘에 대한 설명으로 틀린 것은?,,대칭 암호 알고리즘은 비교적 실행 속도가 빠르기 때문에 다양한 암호의 핵심 함수로 사용될 수 있다.,대칭 암호 알고리즘은 비밀키 전달을 위한 키 교환이 필요하지 않아 암호화 및 복호화의 속도가 빠르다.,"비대칭 암호 알고리즘은 자신만이 보관하는 비밀키를 이용하여 인증, 전자서명 등에 적용이 가능하다.","대표적인 대칭키 암호 알고리즘으로는 AES, IDEA 등이 있다.",2,"이 문제는 대칭 암호 알고리즘과 비대칭 암호 알고리즘의 특징을 이해하고 있는지 묻는 문제입니다.  먼저 대칭 암호 알고리즘은 암호화와 복호화에 같은 키를 사용하는 방식입니다.  마치 같은 자물쇠와 열쇠를 사용하는 것과 같아서, 키를 안전하게 공유하는 것이 중요합니다.  따라서 키 교환 과정이 필요하며, 이 과정에서 키가 노출될 위험이 존재합니다.  하지만, 같은 키를 사용하기 때문에 암호화와 복호화 속도가 비대칭 암호 알고리즘보다 빠르다는 장점이 있습니다.  반면 비대칭 암호 알고리즘은 암호화와 복호화에 서로 다른 키(공개키와 비밀키)를 사용합니다.  공개키는 누구에게나 공개해도 되지만, 비밀키는 자신만 알고 있어야 합니다.  이러한 특징 때문에 비밀키를 안전하게 보관하기만 하면 키 교환의 위험 없이 안전하게 암호화 및 복호화를 할 수 있습니다.  하지만, 서로 다른 키를 사용하는 연산 과정이 복잡하기 때문에 대칭 암호 알고리즘보다 속도가 느립니다.  문제에서 틀린 설명은 대칭 암호 알고리즘이 키 교환이 필요 없다는 것입니다.  대칭 암호 알고리즘은 키를 안전하게 공유하는 과정이 필수적입니다.  따라서 정답은 대칭 암호 알고리즘은 비밀키 전달을 위한 키 교환이 필요하지 않아 암호화 및 복호화의 속도가 빠르다는 설명이 틀린 것입니다.",23,54
794,1,8,94,"두 명의 개발자가 5개월에 걸쳐 10000 라인의 코드를 개발하였을 때, 월별(man-month) 생산성 측정을 위한 계산 방식으로 가장 적합한 것은?",,10000／2,10000／(5×2),10000／5,(2×10000)／5,2,"문제에서 두 명의 개발자가 5개월 동안 10000 라인의 코드를 개발했다는 정보가 주어졌습니다.  월별 생산성을 측정하려면, 총 개발 라인 수를 개발에 투입된 총 인원-월(man-month)로 나누어야 합니다.  여기서 인원-월은 개발에 참여한 개발자 수와 개발 기간(월)을 곱한 값입니다.  두 명의 개발자가 5개월 동안 작업했으므로, 총 인원-월은 2명 × 5개월 = 10 인원-월이 됩니다. 따라서 월별 생산성은 10000 라인을 10 인원-월로 나눈 값, 즉 1000 라인/인원-월이 됩니다.  이 계산 방식은 개발 생산성을  개발자 한 명이 한 달 동안 생산하는 코드 라인 수로 정확하게 나타내므로 가장 적합합니다. 다른 계산 방식들은 개발자 수나 기간을 고려하지 않거나 잘못 고려하여 정확한 월별 생산성을 나타내지 못합니다.",55,47
795,1,8,95,"접근 통제 방법 중 조직 내에서 직무, 직책 등 개인의 역할에 따라 결정하여 부여하는 접근 정책은?",,RBAC,DAC,MAC,QAC,1,"이 문제는 접근 통제 방법 중에서 조직 내 직무나 직책에 따라 접근 권한을 부여하는 방식을 묻고 있습니다.  쉽게 말해, 회사 내에서 어떤 직원이 어떤 업무를 할 수 있는지, 어떤 데이터에 접근할 수 있는지를 직책이나 역할에 따라 정하는 시스템입니다.  예를 들어, 사장은 모든 데이터에 접근할 수 있지만, 일반 사원은 자신이 담당하는 업무와 관련된 데이터에만 접근할 수 있도록 제한하는 것이죠. 이러한 역할 기반의 접근 통제 방식은 바로 RBAC(Role-Based Access Control)입니다.  다른 선택지들은 각각 다른 접근 통제 방식을 나타내는데,  RBAC와는 차이가 있습니다.  따라서 조직 내 직무와 직책에 따른 접근 권한 부여 방식을 묻는 질문에 가장 적합한 답은 RBAC입니다. 정보처리기사 공식 교재에서도 RBAC에 대한 설명과 함께 다양한 접근 통제 방법의 차이점을 자세히 다루고 있으므로, 교재를 참고하여 더욱 자세히 학습하시면 좋습니다.",32,55
796,1,8,96,COCOMO(Constructive Cost Model) 모형의 특징이 아닌 것은?,,프로젝트를 완성하는데 필요한 man-month로 산정 결과를 나타낼 수 있다.,보헴(Boehm)이 제안한 것으로 원시코드 라인 수에 의한 비용 산정 기법이다.,비교적 작은 규모의 프로젝트 기록을 통계 분석하여 얻은 결과를 반영한 모델이며 중소 규모 소프트웨어 프로젝트 비용 추정에 적합하다.,"프로젝트 개발유형에 따라 object, dynamic, function의 3가지 모드로 구분한다.",4,"COCOMO 모델은 소프트웨어 개발에 필요한 비용과 기간을 예측하는 모델입니다.  프로젝트의 규모(원시 코드 라인 수)를 기반으로 man-month(인원 * 월) 단위로 산출 결과를 제시하는 것이 특징입니다.  보헴(Boehm)이 개발한 이 모델은 특히 중소 규모의 소프트웨어 프로젝트에 적합하도록,  실제 프로젝트 데이터를 분석하여 만들어졌습니다.  하지만 COCOMO는 프로젝트의 유형을 크게 세 가지(Object, Dynamic, Embedded)로 나누어 비용을 산정하는 방식을 사용하지 않습니다.  문제에서 제시된 '프로젝트 개발 유형에 따라 object, dynamic, function의 3가지 모드로 구분한다'는 설명은 COCOMO 모델의 특징이 아니기 때문에,  이것이 정답이 됩니다.  COCOMO는  프로젝트의 복잡도와 개발 환경 등 여러 요소를 고려하여 더 정교한 비용 산정을 가능하게 하지만,  기본적으로는 원시 코드 라인 수를 기반으로 하며,  세 가지 모드로 구분하는 것은 다른 소프트웨어 비용 산정 모델의 특징일 수 있습니다.",34,47
